501.0,SINGLE FAMILY DWELLING
102.0,SIDEWALK
726.0,POLICE FACILITY
502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
409.0,BEAUTY SUPPLY STORE
735.0,NIGHT CLUB (OPEN EVENINGS ONLY)
404.0,DEPARTMENT STORE
203.0,OTHER BUSINESS
101.0,STREET
108.0,PARKING LOT
503.0,HOTEL
252.0,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)"
103.0,ALLEY
507.0,CONDOMINIUM/TOWNHOUSE
148.0,PUBLIC RESTROOM/OUTSIDE*
707.0,GARAGE/CARPORT
801.0,MTA BUS
510.0,NURSING/CONVALESCENT/RETIREMENT HOME
401.0,MINI-MART
122.0,"VEHICLE, PASSENGER/TRUCK"
406.0,OTHER STORE
514.0,GROUP HOME
900.0,MTA - RED LINE - UNION STATION
210.0,RESTAURANT/FAST FOOD
902.0,MTA - RED LINE - PERSHING SQUARE
403.0,DRUG STORE
725.0,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)"
516.0,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS
123.0,PARKING UNDERGROUND/BUILDING
505.0,MOTEL
701.0,HOSPITAL
104.0,DRIVEWAY
402.0,MARKET
834.0,LA UNION STATION (NOT LINE SPECIFIC)
517.0,MISSIONS/SHELTERS
207.0,BAR/COCKTAIL/NIGHTCLUB
151.0,TOW YARD*
753.0,DETENTION/JAIL FACILITY
710.0,OTHER PREMISE
248.0,CELL PHONE STORE
405.0,CLOTHING STORE
602.0,BANK
931.0,MTA - BLUE LINE - 7TH AND METRO CENTER
116.0,OTHER/OUTSIDE
741.0,STAPLES CENTER *
118.0,CONSTRUCTION SITE
719.0,MEDICAL/DENTAL OFFICES
809.0,METROLINK TRAIN
903.0,MTA - RED LINE - 7TH AND METRO CENTER
202.0,LIQUOR STORE
244.0,TOBACCO SHOP
744.0,HIGH-RISE BUILDING
802.0,MUNICIPAL BUS LINE INCLUDES LADOT/DASH
504.0,OTHER RESIDENCE
124.0,BUS STOP
917.0,MTA - PURPLE LINE - PERSHING SQUARE
201.0,JEWELRY STORE
733.0,BAR/SPORTS BAR (OPEN DAY & NIGHT)
738.0,LIBRARY
706.0,SEX ORIENTED/BOOK STORE/STRIP CLUB/GENTLEMAN'S CLUB
916.0,MTA - PURPLE LINE - CIVIC CENTER/GRAND PARK
901.0,MTA - RED LINE - CIVIC CENTER/GRAND PARK
152.0,UNDERPASS/BRIDGE*
727.0,SHOPPING MALL (COMMON AREA)
212.0,TRANSPORTATION FACILITY (AIRPORT)
109.0,PARK/PLAYGROUND
717.0,HEALTH SPA/GYM
508.0,FRAT HOUSE/SORORITY/DORMITORY
121.0,YARD (RESIDENTIAL/BUSINESS)
119.0,"PORCH, RESIDENTIAL"
966.0,MTA - GOLD LINE - UNION STATION
218.0,BEAUTY/BARBER SHOP
810.0,AMTRAK TRAIN
220.0,NAIL SALON
413.0,FURNITURE STORE
835.0,7TH AND METRO CENTER (NOT LINE SPECIFIC)
221.0,PUBLIC STORAGE
722.0,COLLEGE/JUNIOR COLLEGE/UNIVERSITY
713.0,CONVENTION CENTER
222.0,LAUNDROMAT
702.0,OFFICE BUILDING/OFFICE
506.0,ABANDONED BUILDING ABANDONED HOUSE
301.0,GAS STATION
703.0,ENTERTAINMENT/COMEDY CLUB (OTHER)
940.0,MTA - EXPO LINE - 7TH AND METRO CENTER
757.0,BASKETBALL COURTS
811.0,"OTHER RR TRAIN (UNION PAC, SANTE FE ETC"
754.0,MUSEUM
715.0,HORSE RACING/SANTA ANITA PARK*
113.0,"TRUCK, COMMERICAL"
106.0,TUNNEL
708.0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE)
728.0,ELEVATOR
235.0,PHARMACY INSIDE STORE OR SUPERMARKET*
135.0,MTA PROPERTY OR PARKING LOT
721.0,HIGH SCHOOL
114.0,TAXI
111.0,BUS-CHARTER/PRIVATE
720.0,JUNIOR HIGH SCHOOL
906.0,MTA - RED LINE - VERMONT/BEVERLY
605.0,AUTOMATED TELLER MACHINE (ATM)
904.0,MTA - RED LINE - WESTLAKE/MACARTHUR PARK
216.0,SWAP MEET
723.0,PRIVATE SCHOOL/PRESCHOOL
138.0,STAIRWELL*
110.0,FREEWAY
704.0,ELEMENTARY SCHOOL
907.0,MTA - RED LINE - VERMONT/SANTA MONICA
243.0,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)"
156.0,VALET
750.0,CYBERSPACE
729.0,SPECIALTY SCHOOL/OTHER
217.0,AUTO REPAIR SHOP
120.0,STORAGE SHED
242.0,"DISCOUNT STORE (99 CENT,DOLLAR,ETC."
255.0,"AUTO DEALERSHIP (CHEVY, FORD, BMW, MERCEDES, ETC.)"
145.0,MAIL BOX
509.0,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME
515.0,APARTMENT/CONDO COMMON LAUNDRY ROOM
946.0,MTA - EXPO LINE - EXPO/WESTERN
408.0,AUTO SUPPLY STORE*
232.0,"DELIVERY SERVICE (FED EX, UPS, COURIERS,COURIER SERVICE)*"
251.0,RECYCLING CENTER
947.0,MTA - EXPO LINE - EXPO/CRENSHAW
949.0,MTA - EXPO LINE - EXPO/LA BREA
511.0,PROJECT/TENEMENT/PUBLIC HOUSING
237.0,HOSPICE
518.0,TRANSITIONAL HOUSING/HALFWAY HOUSE
231.0,DAY CARE/CHILDREN*
247.0,CAR WASH
943.0,MTA - EXPO LINE - JEFFERSON/USC
712.0,COLISEUM
945.0,MTA - EXPO LINE - EXPO/VERMONT
944.0,MTA - EXPO LINE - EXPO PARK/USC
897.0,MTA - SILVER LINE - HARBOR GATEWAY TRANSIT CTR
213.0,WAREHOUSE
968.0,MTA - GOLD LINE - LINCOLN/CYPRESS
238.0,TELECOMMUNICATION FACILITY/LOCATION
254.0,STUDIO (FILM/PHOTOGRAPHIC/MUSIC)
229.0,CHECK CASHING*
411.0,PET STORE
146.0,PATIO*
868.0,MTA - ORANGE LINE - NORTH HOLLYWOOD
117.0,BEACH
158.0,TRANSIENT ENCAMPMENT
107.0,VACANT LOT
127.0,TRASH CAN/TRASH DUMPSTER
705.0,SLIPS/DOCK/MARINA/BOAT
140.0,BALCONY*
204.0,MANUFACTURING COMPANY
211.0,PAWN SHOP
236.0,VISION CARE FACILITY*
249.0,NURSERY/FLOWER SHOP
412.0,"ELECTRONICS STORE (IE:RADIO SHACK, ETC.)"
417.0,THE BEVERLY CONNECTION
415.0,THE GROVE
418.0,nan
709.0,PUBLIC RESTROOM(INDOORS-INSIDE)
752.0,FIRE STATION
732.0,POST OFFICE
730.0,SYNAGOGUE/TEMPLE
718.0,MASSAGE PARLOR
208.0,AUTO SALES LOT
144.0,GOLF COURSE*
407.0,HARDWARE/BUILDING SUPPLY
875.0,MTA - ORANGE LINE - BALBOA
416.0,THE BEVERLY CENTER
142.0,DRIVE THRU*
233.0,TATTOO PARLOR*
228.0,BOWLING ALLEY*
519.0,SHORT-TERM VACATION RENTAL
971.0,MTA - GOLD LINE - HIGHLAND PARK
606.0,DRIVE THRU BANKING (WINDOW)*
209.0,EQUIPMENT RENTAL
898.0,MTA - SILVER LINE - PACIFIC COAST HWY
410.0,"MEMBERSHIP STORE (COSTCO,SAMS CLUB)*"
230.0,DAY CARE/ADULTS*
885.0,MTA - ORANGE LINE - CHATSWORTH
157.0,"VEHICLE STORAGE LOT (CARS, TRUCKS, RV'S, BOATS, TRAILERS, ETC.)"
141.0,CEMETARY*
303.0,OIL REFINERY
736.0,SKATEBOARD FACILITY/SKATEBOARD PARK*
908.0,MTA - RED LINE - VERMONT/SUNSET
219.0,CLEANER/LAUNDROMAT
136.0,"OTHER INTERSTATE, CHARTER BUS"
755.0,VETERINARIAN/ANIMAL HOSPITAL
205.0,GUN/SPORTING GOODS
112.0,"BUS, SCHOOL, CHURCH"
239.0,MEDICAL MARIJUANA FACILITIES/BUSINESSES
958.0,MTA - GREEN LINE - AVIATION/LAX
934.0,MTA - BLUE LINE - SAN PEDRO
909.0,MTA - RED LINE - HOLLYWOOD/WESTERN
804.0,GREYHOUND OR INTERSTATE BUS
604.0,FINANCE COMPANY
751.0,WEBSITE
603.0,CREDIT UNION
913.0,MTA - RED LINE - NORTH HOLLYWOOD
512.0,FOSTER HOME BOYS OR GIRLS*
953.0,MTA - EXPO LINE - EXPO/SEPULVEDA
716.0,THEATRE/MOVIE
911.0,MTA - RED LINE - HOLLYWOOD/HIGHLAND
896.0,MTA - SILVER LINE - ROSECRANS
115.0,AIRCRAFT
105.0,PEDESTRIAN OVERCROSSING
954.0,MTA - EXPO LINE - EXPO/BUNDY
962.0,MTA - GOLD LINE - SOTO
302.0,FACTORY
910.0,MTA - RED LINE - HOLLYWOOD/VINE
227.0,ABORTION CLINIC/ABORTION FACILITY*
149.0,RIVER BED*
876.0,MTA - ORANGE LINE - RESEDA
711.0,"ARCADE,GAME ROOM/VIDEO GAMES (EXAMPLE CHUCKIE CHEESE)*"
948.0,MTA - EXPO LINE - FARMDALE
234.0,OPTICAL OFFICE INSIDE STORE OR SUPERMARKET*
414.0,BOOK STORE
895.0,MTA - SILVER LINE - HARBOR FWY
877.0,MTA - ORANGE LINE - TAMPA
147.0,POOL-PUBLIC/OUTDOOR OR INDOOR*
154.0,TRAIN TRACKS
919.0,MTA - PURPLE LINE - WESTLAKE/MACARTHUR PARK
607.0,BANKING INSIDE MARKET-STORE *
139.0,AMUSEMENT PARK*
951.0,MTA - EXPO LINE - PALMS
128.0,BUS STOP/LAYOVER (ALSO QUERY 124)
215.0,"TRAIN DEPOT/TERMINAL, OTHER THAN MTA"
214.0,"BUS DEPOT/TERMINAL, OTHER THAN MTA"
742.0,"SPORTS VENUE, OTHER"
970.0,MTA - GOLD LINE - SOUTHWEST MUSEUM
155.0,DAM/RESERVOIR
241.0,ENERGY PLANT/FACILITY
871.0,MTA - ORANGE LINE - WOODMAN
950.0,MTA - EXPO LINE - LA CIENEGA/JEFFERSON
890.0,MTA - SILVER LINE - UNION STATION
918.0,MTA - PURPLE LINE - 7TH AND METRO CENTER
872.0,MTA - ORANGE LINE - VAN NUYS
724.0,TRADE SCHOOL (MEDICAL-TECHNICAL-BUSINESS)*
740.0,OTHER PLACE OF WORSHIP
206.0,TV/RADIO/APPLIANCE
932.0,MTA - BLUE LINE - PICO
963.0,MTA - GOLD LINE - MARIACHI PLAZA
967.0,MTA - GOLD LINE - CHINATOWN
961.0,MTA - GOLD LINE - INDIANA
250.0,COMPUTER SERVICES/REPAIRS/SALES
933.0,MTA - BLUE LINE - GRAND/LATTC
964.0,MTA - GOLD LINE - PICO/ALISO
253.0,MORTUARY
915.0,MTA - PURPLE LINE - UNION STATION
513.0,ABATEMENT LOCATION
739.0,SPORTS ARENA
952.0,MTA - EXPO LINE - WESTWOOD/RANCHO PARK
601.0,SAVINGS & LOAN
150.0,TOOL SHED*
245.0,CATERING/ICE CREAM TRUCK
874.0,MTA - ORANGE LINE - WOODLEY
969.0,MTA - GOLD LINE - HERITAGE SQ
nan,nan
225.0,RECORD-CD MUSIC/COMPUTER GAME STORE
941.0,MTA - EXPO LINE - PICO
143.0,ESCALATOR*
746.0,SEWAGE FACILITY/PIPE
714.0,DODGER STADIUM
748.0,CULTURAL SIGNIFICANCE/MONUMENT
246.0,METHADONE CLINIC
125.0,PAY PHONE
224.0,SURPLUS SURVIVAL STORE
892.0,MTA - SILVER LINE - 37TH ST/USC
891.0,MTA - SILVER LINE - DOWNTOWN STREET STOPS
873.0,MTA - ORANGE LINE - SEPULVEDA
942.0,MTA - EXPO LINE - LATTC/ORTHO INSTITUTE
965.0,MTA - GOLD LINE - LITTLE TOKYO/ARTS DISTRICT
256.0,nan
743.0,MASS GATHERING LOCATION
745.0,WATER FACILITY
935.0,MTA - BLUE LINE - WASHINGTON
870.0,MTA - ORANGE LINE - VALLEY COLLEGE
882.0,MTA - ORANGE LINE - SHERMAN WAY
129.0,"TERMINAL, OTHER THAN MTA"
921.0,MTA - PURPLE LINE - WILSHIRE/NORMANDIE
922.0,MTA - PURPLE LINE - WILSHIRE/WESTERN
905.0,MTA - RED LINE - WILSHIRE/VERMONT
956.0,MTA - GREEN LINE - AVALON
937.0,MTA - BLUE LINE - 103RD/WATTS TOWERS
920.0,MTA - PURPLE LINE - WILSHIRE/VERMONT
957.0,MTA - GREEN LINE - HARBOR FWY
912.0,MTA - RED LINE - UNIVERSAL CITY/STUDIO CITY
936.0,MTA - BLUE LINE - VERNON
880.0,MTA - ORANGE LINE - CANOGA
nan,nan
758.0,HANDBALL COURTS
884.0,MTA - ORANGE LINE - NORDHOFF
608.0,BANK DROP BOX/MONEY DROP-OUTSIDE OF BANK*
737.0,SKATING RINK*
893.0,MTA - SILVER LINE - SLAUSON
756.0,MUSCLE BEACH
304.0,GARMENT MANUFACTURER
869.0,MTA - ORANGE LINE - LAUREL CANYON
878.0,MTA - ORANGE LINE - PIERCE COLLEGE
883.0,MTA - ORANGE LINE - ROSCOE
223.0,VIDEO RENTAL STORE
731.0,MOSQUE*
879.0,MTA - ORANGE LINE - DE SOTO
126.0,"TRAIN, OTHER THAN MTA (ALSO QUERY 809/810/811)"
137.0,TRAM/STREETCAR(BOXLIKE WAG ON RAILS)*
803.0,RETIRED (DUPLICATE) DO NOT USE THIS CODE
305.0,CHEMICAL STORAGE/MANUFACTURING PLANT
889.0,MTA - SILVER LINE - LAC/USC MEDICAL CENTER
240.0,DEPT OF DEFENSE FACILITY
805.0,RETIRED (DUPLICATE) DO NOT USE THIS CODE
nan,nan
nan,nan
nan,nan
734.0,HOCKEY RINK/ICE HOCKEY
nan,nan
nan,nan
894.0,MTA - SILVER LINE - MANCHESTER
nan,nan
836.0,HARBOR FRWY STATION (NOT LINE SPECIFIC)
